thread_id,escalated,category,reason,labeler,turn_count,first_customer_text
TW_THREAD_000177,0,self_service,Promotional post about phone upgrades; not a support request.,claude-opus-5-in-thread,6,"Save big our best-selling phones, &amp; get FREE Upgrades to any phone after 12 consecutive on-time payments https://t.co/yvX1tLnLlZ"
TW_THREAD_000178,0,self_service,Sarcastic jab about towers being down; a gripe without expletives or demands.,claude-opus-5-in-thread,2,@115714 you wanna actually turn on your internet towers to work or nah?
TW_THREAD_000179,1,payment_issue,Disputes being sent to collections over a balance they say the company owes them.,claude-opus-5-in-thread,2,@115955 I need you idiots to stop sending me to collections. YOU owed ME money. I owe you nothing. Get your shit together.
TW_THREAD_000180,0,self_service,Politely reports cable box trouble; a routine troubleshooting request.,claude-opus-5-in-thread,6,"@Ask_Spectrum having trouble with a cable box, can you help?"
TW_THREAD_000181,0,self_service,Posts a name and phone number with no stated issue; too vague to classify.,claude-opus-5-in-thread,2,I’ll do it LIVE so there is no confusion. Paul Garrison 850.266.3576 https://t.co/5GI1Wh765p
TW_THREAD_000183,0,self_service,Reminds followers about the promo; not a support request.,claude-opus-5-in-thread,2,don’t forget to cop your $3 @Chipotletweets burrito today ✨ https://t.co/Yho0pkQhbI
TW_THREAD_000184,0,self_service,Thanks the brand for the promo; a compliment.,claude-opus-5-in-thread,2,Thanks @ChipotleTweets for the $3 burrito bowl! #halloweentreats https://t.co/wjIdjvNvti
TW_THREAD_000185,0,self_service,Jokes about a small portion with a punning hashtag; no demand.,claude-opus-5-in-thread,3,@ChipotleTweets I didn't know my boy ordered half a bowl... #WheresTheRice? https://t.co/Qmqiy3nYIg
TW_THREAD_000187,0,self_service,Shout-out thanking the brand for the deal.,claude-opus-5-in-thread,2,Shoutout to @ChipotleTweets for doing the $3 deal. 🙏🏼
TW_THREAD_000189,0,self_service,Thanks the brand for the discounted bowl.,claude-opus-5-in-thread,2,🎃Thanks @ChipotleTweets for my $3 burrito bowl 👻 tonight! https://t.co/gHVOXof7SG
TW_THREAD_000190,1,complaint,"Says the promo page blocks online orders, the app ""always crashes"", and tells them to ""Wake Up"".",claude-opus-5-in-thread,3,"@ChipotleTweets Well with your ""Boorito"" page you can NOT place on Online Order...Wake Up over there. Your iPhone 📱 App always crashes and now this screw up"
TW_THREAD_000191,0,self_service,Joke analogy about the costume requirement; no issue.,claude-opus-5-in-thread,2,Going to @ChipotleTweets expecting a $3 boorito w/o wearing a costume is like going trick or treating w/o a costume &amp; expecting candy. #no
TW_THREAD_000192,0,self_service,Enthusiastic promo post; no issue.,claude-opus-5-in-thread,2,Halloween isn’t complete unless you get your @ChipotleTweets bowl with guacamole for $3 for wearing a costume! #buzzlightyear #halloween
TW_THREAD_000193,0,self_service,Shares a successful costume promo redemption; positive.,claude-opus-5-in-thread,2,Wore my @79588 hoodie to @ChipotleTweets w/whole family in costume &amp; it scored me my boo-rito bowl for $3 😄🎃 #ScientistForHalloween https://t.co/lqBOtbjAmL
TW_THREAD_000195,0,self_service,Cheerful holiday post; no issue.,claude-opus-5-in-thread,2,Oh what a Happy Halloween it is 🙌🏼 @ChipotleTweets https://t.co/UvC4oAnUwE
TW_THREAD_000196,0,self_service,Calls the promo a favorite tradition; positive.,claude-opus-5-in-thread,2,Boorito!!! One of my favorite Halloween traditions. ❤️👻✨🥑🌽🥗 @ChipotleTweets https://t.co/rLKJ3uvw7c
TW_THREAD_000197,0,self_service,Delighted post about the $3 price; no issue.,claude-opus-5-in-thread,2,i just spent $3.00 even on a boorito from @ChipotleTweets 😍
TW_THREAD_000198,0,self_service,Playful promo enthusiasm; no issue.,claude-opus-5-in-thread,2,My favorite holiday... $3 booritos at Chipotyay! @chipotletweets 🎃🌯👻 #chipchiphooray #chipotyay… https://t.co/MC6QVqAt1z
TW_THREAD_000199,0,self_service,Wryly notes their costume did not qualify; no demand.,claude-opus-5-in-thread,2,I guess my soccer player costume wasn't good enough for a $3 burrito @ChipotleTweets
TW_THREAD_000200,0,self_service,"Says the app stopped working locally and calls it ""Lame""; a mild fault report.",claude-opus-5-in-thread,2,.@ChipotleTweets app doesn’t work anymore in the 6ix. Lame.
TW_THREAD_000201,0,self_service,Asks whether double meat is included at the promo price; a menu question.,claude-opus-5-in-thread,2,@ChipotleTweets aye can i do double meat for my boorito and still only pay $3?
TW_THREAD_000203,0,self_service,Sad about missing the annual promo; no issue to resolve.,claude-opus-5-in-thread,4,I think this is the first time since its birth that I haven’t gone to @ChipotleTweets on Halloween for my annual boorito 😞
TW_THREAD_000205,0,self_service,Jokes about a spooky total; no issue.,claude-opus-5-in-thread,4,It's Halloween and my total at @ChipotleTweets was $6.66.....
TW_THREAD_000208,0,self_service,Urges followers to use the promo; not a support request.,claude-opus-5-in-thread,2,If you don't pull out that old costume and get a $3 burrito from @ChipotleTweets you are crazy.
TW_THREAD_000210,0,self_service,Shares promo terms with followers; informational.,claude-opus-5-in-thread,2,A burrito bowl from @ChipotleTweets for just $3...heck yes!! From now till close go in w/ your Halloween costume and get the deal. #12News https://t.co/3LgsDiLruM
TW_THREAD_000211,0,self_service,"Turned away and told to return later for the promo; punning tone, no demand.",claude-opus-5-in-thread,4,@ChipotleTweets Just got ghosted by Chipotle :( Went in at 3pm and was told we had to wait another hour for #BOOritos! UnBOOlievable.
TW_THREAD_000212,0,self_service,Asks what the promo price includes; a menu question.,claude-opus-5-in-thread,2,"@ChipotleTweets is extra meat, guac, and queso included in the boorito?"
TW_THREAD_000214,1,complaint,"Speeds are ""TERRIBLE"" with an angry emoji since the plan upgrade; strong negative sentiment.",claude-opus-5-in-thread,2,"@VerizonSupport ever since I upgraded to Ulimited Data, my LTE speeds are TERRIBLE 😡 Is there a fix?!"
TW_THREAD_000215,1,complaint,Profane outburst over repeated internet drops.,claude-opus-5-in-thread,2,@verizonsupport why tf does my internet keep going down this is bullshit
TW_THREAD_000216,0,self_service,Quotes an absurd epoch date in a notice; pointing out a display bug.,claude-opus-5-in-thread,2,@115993 @AskPayPal “If I don’t provide the required information by 15 Feb 1970” https://t.co/zTVGb15FH6
TW_THREAD_000217,0,self_service,Enthusiastic thank-you to support; no unresolved issue.,claude-opus-5-in-thread,2,THANK YOU!!! @ASKPAYPAL YOU ARE A REAL MVP!!!
TW_THREAD_000218,1,payment_issue,"Asks help recovering money lost to cybercrime, citing an open case ID; unauthorized transactions.",claude-opus-5-in-thread,2,@115996 can you please help me recovering my hard earned money i lost in a cyber crime on @115993 . PayPal case ID is PP-006-234-348-863
TW_THREAD_000219,0,self_service,The add-tracking link opens a blank page; a website fault report.,claude-opus-5-in-thread,2,"@AskPayPal Hello, I'd like to add tracking info to my invoice but the ""Add tracking info"" link always lead to blank page. Please help."
TW_THREAD_000220,1,complaint,"""are you kidding me with this customer service! It's terrible.""; severe dissatisfaction.",claude-opus-5-in-thread,2,@115993 are you kidding me with this customer service! It’s terrible.
TW_THREAD_000221,0,self_service,Says they have a serious problem but never states it; too vague to classify.,claude-opus-5-in-thread,6,@AskPayPal i have a serious problem i need help with.
TW_THREAD_000222,1,complaint,Says a support rep just made them cry; a severe negative service experience.,claude-opus-5-in-thread,3,"Good morning, a @AskPayPal customer service rep just made me cry."
TW_THREAD_000223,1,contact_customer_service,Asks a support rep to DM them directly rather than using automated channels.,claude-opus-5-in-thread,2,@AskPlayStation can you dm me I have a question
TW_THREAD_000224,0,self_service,Games load but controls do not respond; a technical fault report.,claude-opus-5-in-thread,5,@AskPlayStation My PS4 lets me load up games but then I can’t do anything in them eg Fortnite can’t press X to continue
TW_THREAD_000225,1,payment_issue,Redeemed a $50 card and the balance never credited; a payment processing failure.,claude-opus-5-in-thread,2,"@AskPlayStation compre una tarjeta de 50$, la metí y no se me acreditaron los 50$, me sale que revise los términos. ¿Que hago?"
TW_THREAD_000226,0,self_service,Console powers on and ejects discs by itself; a hardware fault report.,claude-opus-5-in-thread,2,Yo my PS4 has been turning on by itself recently and constantly ejecting the game disc that's in. What the heck is going on? @AskPlayStation
TW_THREAD_000227,1,registration_problems,Forced password reset they cannot pass because the account's date of birth is unknown.,claude-opus-5-in-thread,2,@AskPlayStation My account is telling me to reset my password but i dont know my date of birth but i know my password for the account. help
TW_THREAD_000228,0,self_service,Purchased DLC will not download; a content download issue with no dispute raised.,claude-opus-5-in-thread,3,"@AskPlayStation  i have bought dlc diablo 3 necromancer and hav phys disc D3 ROS but when i click necromaner pack on game , dont download https://t.co/JDdn50e0wo"
TW_THREAD_000229,1,payment_issue,Subscription renewal failed because of a bad card date; a payment processing failure.,claude-opus-5-in-thread,4,"@AskPlayStation not sure why my CC in my acct had an incorrect date, but my renewal for ps+ failed. How can I correct this?"
TW_THREAD_000231,0,self_service,Asks to upgrade a pre-order edition; a standard order change.,claude-opus-5-in-thread,2,I preordered the standard edition of cod ww2. Can I change it to deluxe edition somehow @AskPlayStation
TW_THREAD_000232,1,registration_problems,Account taken over and the email changed; the customer is locked out.,claude-opus-5-in-thread,2,@AskPlayStation someone got to my account and changed the email
TW_THREAD_000234,0,self_service,Asks whether to wipe a drive before sending it in for repair; a process question.,claude-opus-5-in-thread,2,@HPSupport Im sending my notebook in for hard drive replacement. Is it alright if I format the drive to factory defaul first? #hpcswus #hppc
TW_THREAD_000235,1,contact_human_agent,"""I would like to speak to a technician""; an explicit request for a human.",claude-opus-5-in-thread,2,@HPSupport I would like to speak to a technician #hpsa #hpprnt
TW_THREAD_000236,0,self_service,Asks how to route purchases to earn bonus cash back; a rewards policy question.,claude-opus-5-in-thread,3,Hi @ChaseSupport do I have to go through the Chase Online Ultimate Rewards webpage to get the extra cash back when I shop?
TW_THREAD_000237,0,self_service,Thanks the bank for recent good service; a compliment.,claude-opus-5-in-thread,2,"I've had some ups and downs from banking with Chase, but lately they've been really good to me. So shoutout to you @116016 👏✊"
TW_THREAD_000238,1,payment_issue,"Charges still pending five days after the transaction and they are ""real irritated""; a billing fault.",claude-opus-5-in-thread,2,Hey @116016 we're gonna need to talk about all these pending charges that keep going through my account 5 days after the transaction was made.... I'm getting real irritated.
TW_THREAD_000239,1,contact_human_agent,Card application missing their apartment number and they cannot get past the automated phone system.,claude-opus-5-in-thread,7,"@ChaseSupport I applied for a credit card and but i was never asked for my apt #, tried calling but couldn't get past your automated system."
TW_THREAD_000240,1,complaint,"Tags the next-day outage response ""#CSFail"" twice; an explicit service failure judgment.",claude-opus-5-in-thread,3,Next day turnaround on an outage issue? @CoxHelp for the #CSFail when it comes to dealing with outages #CSFail #OutageProbs
TW_THREAD_000241,1,complaint,Profanity about repeated business-line outages and says they do not recommend the company.,claude-opus-5-in-thread,4,So @116021 is back fucking me again with my BUSINESS plan internet.  Super cool company.  I don't recommend.
TW_THREAD_000242,1,complaint,"Calls the service ""crappy"" and says they ""despise"" the provider.",claude-opus-5-in-thread,2,I’d like at least one month to go by where I don’t have to say how crappy the service is with @116021 in #Vegas &amp; how much I despise them
TW_THREAD_000244,0,self_service,Confirms the issue is resolved and praises the technicians; a closing compliment.,claude-opus-5-in-thread,2,"@116021 Seems like my problem has been resolved, the technicians you sent to the house were very capable and surpassed expectations"
TW_THREAD_000245,0,self_service,Paid item is a week past the delivery window; an order tracking lookup.,claude-opus-5-in-thread,11,"@115937 Estimated delivery Wed, 25 Oct - Fri, 27 Oct You have paid using PaisaPay on 21/10/17.  but i havent received it yet on 1/11/17."
TW_THREAD_000247,0,self_service,Asks how to turn off best-offer on their listings; a seller settings change.,claude-opus-5-in-thread,4,@AskeBay can you remove the best offer facility from buy it now items?? I am selling items that I do not wish to offer ‘best offer’
TW_THREAD_000248,0,self_service,Corporate announcement post; not a support request.,claude-opus-5-in-thread,3,We’re excited to announce the University of Cambridge is using Dropbox Business to power collaboration. https://t.co/SBIyDSyCDK https://t.co/3f69m3x5gF
TW_THREAD_000250,0,self_service,Asks how to remove suggested contacts from a share dialog; a settings how-to.,claude-opus-5-in-thread,4,"@DropboxSupport How do I remove the suggested contacts in ""Invite people to Paper"" column? I don't have any third party contacts connected."
TW_THREAD_000251,0,self_service,Politely asks for tier points to be updated; a routine account adjustment.,claude-opus-5-in-thread,2,@VirginAtlantic can you please update my tier points on my account - thanks.
TW_THREAD_000252,0,self_service,"Checking that corrected passenger details took; a booking verification, calmly asked.",claude-opus-5-in-thread,4,"3rd call to @VirginAtlantic hoping everything is sorted, booked flights for 4 guys and 2 peoples details were incorrect should I be worried?"
TW_THREAD_000254,0,self_service,Bare thank-you to support; no unresolved issue.,claude-opus-5-in-thread,3,@BofA_Help Thanks
TW_THREAD_000255,1,complaint,Reports a rep refusing help and blaming regulators; an account of staff deflecting the case.,claude-opus-5-in-thread,10,"@116035 the the woman says, were regulated by the government they won't let us help you..She literally just blamed the government"
TW_THREAD_000256,0,self_service,"""i have a question"" with no question stated; too vague to classify.",claude-opus-5-in-thread,2,@116035 i have a question
TW_THREAD_000257,0,self_service,A game licence will not validate; a technical entitlement issue.,claude-opus-5-in-thread,2,@XboxSupport week 2 licence wont' validate my minecraft for windows 10 https://t.co/GbY14vW0FP
TW_THREAD_000259,1,contact_customer_service,Asks who they should message after forum posts sat unanswered since 2015.,claude-opus-5-in-thread,2,@XboxSupport who would I message for backwards compatible game suggestions 2 great games have sat on the fourms since 2015 https://t.co/Hv4lYsUelZ
TW_THREAD_000260,0,self_service,Asks whether a game's bugs will be fixed; a roadmap question.,claude-opus-5-in-thread,3,"@99 Hi, Will you be fixing the bugs and crashes on Zoo Tycoon: Ultimate Animal Collection Xbox One Version?  Many Thanks"
TW_THREAD_000261,1,get_refund,"""I want my money back unless we can fix"" a game that freezes constantly.",claude-opus-5-in-thread,2,"@XboxSupport I bought Dying Light from the xbox store and when I play it, it continuously freezes. I want my money back unless we can fix"
TW_THREAD_000262,0,self_service,Asks about eligibility for a giveaway; a promo terms question.,claude-opus-5-in-thread,2,@XboxSupport do you need a active game pass in order to receive the mystery gift from the giveaway?
TW_THREAD_000263,1,payment_issue,Someone bought €210 of games on their card; unauthorized charges.,claude-opus-5-in-thread,2,J'ai un pb quelqu'un a payer des jeux avec ma cb @XboxSupport 😓 pour acheter 210e de jeux...
TW_THREAD_000264,0,self_service,Mic not transmitting after trying other hardware; a technical troubleshooting request.,claude-opus-5-in-thread,2,"@XboxSupport On Skype I can hear people, but they can't hear me. I've tried different controllers/mic &amp; uninstalling. Please help?"
TW_THREAD_000265,1,get_refund,Cannot submit their refund claim because the e-form is broken; a refund request blocked.,claude-opus-5-in-thread,2,@AirAsiaSupport what happen to your system. I could not sent my refund info to e form
TW_THREAD_000266,0,self_service,Developer question about config syntax; documentation territory.,claude-opus-5-in-thread,6,@azuresupport #azhelp: why i can't use %env-variable% syntax in my function.json? Trying to deploy Function App but that syntax not working.
TW_THREAD_000270,0,self_service,Praises customer service; no unresolved issue.,claude-opus-5-in-thread,2,Wow--great customer service @AlaskaAir! Thank you!
TW_THREAD_000271,1,complaint,"Calls the delivery service ""Terrible"" after paying extra for a slot missed by three hours.",claude-opus-5-in-thread,2,@ArgosHelpers Terrible delivery service even worse paying extra for a time slot #3hourslate
TW_THREAD_000272,0,self_service,Asks whether to reorder after reporting a wrong order; a process question.,claude-opus-5-in-thread,2,"Hey @116057, if I recieve the wrong order and reported it to support...should I place a new order? Or what...?"
TW_THREAD_000273,1,get_refund,Rejects the $5 partial refund and says they deserve their money back.,claude-opus-5-in-thread,2,@Postmates_Help order was messed up. Got a $5 refund when I deserve my money back. Food tasted horrible.
TW_THREAD_000274,0,self_service,Asks why a product was discontinued; a product availability question.,claude-opus-5-in-thread,2,@Morrisons why have you discontinued your tinned ravioli in bolognese sauce. It was better than any other!! 😢
TW_THREAD_000276,1,complaint,"Says a product launch was ""disgustingly mismanaged"" and staff should be ashamed.",claude-opus-5-in-thread,3,@116062 has disgustingly mismanaged the released of the Crota Pops. You should be ashamed of your distribution and retail staff.
TW_THREAD_000279,1,contact_customer_service,Asks whether chat support exists so they can reach a rep about a sync failure.,claude-opus-5-in-thread,2,@GoDaddyHelp hey godday do you have a chat support?? I had an issue while im tryin to sync merchandise from printfull to my woocommerce ..
TW_THREAD_000280,1,complaint,Objects to their data being sold and threatens to report the company to the BBB.,claude-opus-5-in-thread,8,@116068 I'd appreciate it if you wouldn't sell my personal info to other companies. You had no right and i'll be reporting you to the BBB
TW_THREAD_000282,1,complaint,"Sarcastic outage post carrying a ""#centurylinksucks"" hashtag; categorical negative judgment.",claude-opus-5-in-thread,2,@116072 really knows how to celebrate Halloween. I have basically no internet 😠 #centurylinksucks
TW_THREAD_000283,1,complaint,"Speed test errors out, posted under ""#centurylinksucks""; a negative judgment of the provider.",claude-opus-5-in-thread,2,I'm trying to run a speed test but all it says is Network Communication Error after briefly showing 0.02 Mbps #centurylink #centurylinksucks
TW_THREAD_000284,1,complaint,Install no-show plus 25 minutes on hold confirmed the company's bad reputation.,claude-opus-5-in-thread,4,".@116072 I heard you guys were bad; after an install no-show &amp; 25+ min of being on hold, I'm thinking the rumors were true."
TW_THREAD_000285,1,complaint,"""You are the worst!"" over a three-day repair wait.",claude-opus-5-in-thread,2,@116072 You are the worst! I have to wait three days to get my internet fixed...
TW_THREAD_000286,0,self_service,Asks why a campus is outside the delivery area; a coverage question.,claude-opus-5-in-thread,2,Aye @116076 why y’all don’t deliver to Xavier University of Louisiana??? What’s beef??
TW_THREAD_000288,0,self_service,Pizza booked for 5:15 has not arrived; an order status lookup.,claude-opus-5-in-thread,2,@116076 ordered pizza for a 515 delivery.  Still waiting on it.  Having a halloween party.
TW_THREAD_000289,1,complaint,"Says the carrier ""lost"" a paid overnight package and is switching to a competitor.",claude-opus-5-in-thread,3,"Hey @81 you just gained a customer @115817 lost my package I paid for overnight first am delivery, they ""lost"" it hope you can do better"
TW_THREAD_000290,1,complaint,Says support hung up on them after an hour over one question; a staff conduct allegation.,claude-opus-5-in-thread,4,"I legitimately spent an hour trying to deal with USPS cause I had 1 question and they just hung up on me or wasn’t any help, I could have"
TW_THREAD_000291,0,self_service,Order overdue since October and politely asks for help; an order status lookup.,claude-opus-5-in-thread,4,@115821 my order hasn’t arrived (it was due 14th October). Can you help?
TW_THREAD_000292,1,get_refund,Charged after being told the membership would not renew and asks how to get a refund.,claude-opus-5-in-thread,6,@AmazonHelp I called customer service and was told my membership wouldn't be renewed. I was just charged today. How do I get a refund? https://t.co/SeoQUsA0VA
TW_THREAD_000293,1,payment_issue,"Billed for a membership the system says they do not hold, so cancellation is impossible.",claude-opus-5-in-thread,4,"@115821 being charged for amazon prime &amp; when I go to cancel it, it’s saying I’m not a member😠😠😠"
TW_THREAD_000295,0,self_service,Asks what a household member can see; a privacy settings question.,claude-opus-5-in-thread,3,@AmazonHelp if I add another adult to my Amazon household (with their own account) can they see my wishlists/photos/order history?
TW_THREAD_000296,0,self_service,Annoyed that one order split into six dispatch notifications; a notification gripe.,claude-opus-5-in-thread,2,Seriously @115821? I order 6 identical washing up bowls and they are all being dispatched as separate orders? My phone is buzzing non-stop!
TW_THREAD_000297,0,self_service,"Notes the driver tracking map shows them nearby; positive, no issue.",claude-opus-5-in-thread,4,"I ordered some parts of my costume late, but my amazon has a map of the driver and they're like, 6 houses away."
TW_THREAD_000298,0,self_service,Says support told them the pre-order bonus will not apply; stated calmly with no demand.,claude-opus-5-in-thread,12,@116090 I signed up for Prime so I could preorder Battlefront II and get all the bonuses and now cust service is saying I won’t get bonus
TW_THREAD_000301,0,self_service,"Device not working properly, expressed with sad emoji; a bare fault report.",claude-opus-5-in-thread,4,My Kindle not working properly is breaking my heart! 😩💔
TW_THREAD_000302,0,self_service,Package delivered to the wrong apartment; shouty but still a delivery status discrepancy.,claude-opus-5-in-thread,2,@AmazonHelp that is not my apartment!!!!!!! This is the sending time!!!! Where is my package!!!!!!!!!! https://t.co/EIY6DZUCDC
TW_THREAD_000303,0,self_service,Promotes a book they endorsed; not a support request.,claude-opus-5-in-thread,4,"This is the Japanese vampire book I blurbed. Different, touching, and perfectly constructed. https://t.co/lZAfyKtMpe"
TW_THREAD_000304,0,self_service,Asks for a fix to the character rendering bug; a technical request.,claude-opus-5-in-thread,2,Why does my I️ not work ?!  @115858 please fix this!!!
TW_THREAD_000305,0,self_service,Asks how to stop the character substitution; a technical how-to.,claude-opus-5-in-thread,4,Why is “I️” keep changing to this and how do I️ stop it🤦🏽‍♀️ @115858 @AppleSupport #anybody https://t.co/urzAfSZL5z
TW_THREAD_000306,0,self_service,Says the OS update drains the battery and asks for a fix; a bug report.,claude-opus-5-in-thread,2,iOS 11 is killing my battery @115858. Fix it.
TW_THREAD_000307,0,self_service,Wants help changing the account region; a profile settings change.,claude-opus-5-in-thread,5,"@AppleSupport Hello, I need some help regarding the region change on my Apple ID"
TW_THREAD_000309,0,self_service,Sarcastic note that the phone app broke after an update; sarcasm without a severity trigger.,claude-opus-5-in-thread,8,@115858 my PHONE app doesn’t work. Thank you for updating my #iPhone to an #ipod
TW_THREAD_000310,0,self_service,Snarks about a volume control design change; product design feedback.,claude-opus-5-in-thread,2,@AppleSupport why can’t I change ringer volume with the buttons? Whose dumb idea was it to change that and how do they still have a job?
TW_THREAD_000311,0,self_service,Detailed post-update fault report with plaintive framing but no severity trigger.,claude-opus-5-in-thread,2,@115858 if my words even mean a thing to you; I am an iPhone 7 owner and have updated to your latest software and now am having the most dropped calls in history and glitch’s such as apps randomly opening and more ... #iHelp
TW_THREAD_000312,0,self_service,Asks for help with phone data consumption; a technical question.,claude-opus-5-in-thread,2,@AppleSupport epıl bana yardımcı olur musun telefon internet konusunda çok yakıyo napcaz ?
TW_THREAD_000313,1,complaint,Profane outburst about apps failing to download or update.,claude-opus-5-in-thread,6,why won’t my apps fuccin download or update @AppleSupport
TW_THREAD_000314,1,complaint,"""wtf is this"" and calls the app's output ""crap"" on every attempt; profane judgment.",claude-opus-5-in-thread,4,@115873 wtf is this.. every time I try to use the app it gives me this crap https://t.co/sp7kMe0ogA
TW_THREAD_000315,0,self_service,States the app and website still do not work; a bare fault report.,claude-opus-5-in-thread,2,@115877 your app and website still don’t work
TW_THREAD_000317,1,contact_customer_service,Asks for someone at support to reply to their DMs; wants a rep to engage.,claude-opus-5-in-thread,5,Bruh can someone at @115873 @Uber_Support get back to me on my Dms 😒😒😒😒
TW_THREAD_000318,1,get_refund,Driver's car broke down and they ask how to get a refund.,claude-opus-5-in-thread,2,.@Uber_Support My driver broke down. Any tips on getting a refund?
TW_THREAD_000319,1,complaint,"""worst most unprofessional driver ever"" who demanded an extra fee and yelled at them.",claude-opus-5-in-thread,4,@115873 worst most unprofessional driver ever !! asked for extra fee when he showed up ! yelling at me cause uber don't pay for his 30k car??? https://t.co/i5qOULRSnc
TW_THREAD_000320,1,complaint,"Asks whether complaints get real attention or just ""lip service""; accuses the retailer of ignoring them.",claude-opus-5-in-thread,2,@Tesco are complaints taken seriously? Do you take customer complaints seriously or just pay it lip service???
TW_THREAD_000321,0,self_service,Jokey question about a purchase limit policy.,claude-opus-5-in-thread,5,Ay @Tesco what’s your policy on bottles of lemonade? 6 bottle max is a bit of a joke am thirsty
TW_THREAD_000322,0,self_service,Lighthearted note that a product tasted bad; feedback with no demand.,claude-opus-5-in-thread,4,"@Tesco thought you’d like to know: these sausages I purchased from you taste awful. Ruined my sausage and mash dinner, I just had mash! https://t.co/xBRP0FxHks"
TW_THREAD_000323,1,complaint,A delivery driver was recorded swearing at them on voicemail; serious staff misconduct.,claude-opus-5-in-thread,7,hi @Tesco an answerphone message from your delivery driver ended with him saying 'fuck you' (he obviously thought he'd put the phone down)
TW_THREAD_000324,1,contact_customer_service,"Reports a passenger in medical distress in flight; needs a person, immediately.",claude-opus-5-in-thread,2,@Delta I'm On Flight DL4047 to CLE. There is a man in 3A who is moaning in pain and sweating. He's not well.
TW_THREAD_000325,0,self_service,Flirty in-flight banter; no issue.,claude-opus-5-in-thread,2,Dear cute flight attendant @delta. I’m board...just sayin’
TW_THREAD_000326,0,self_service,Asks why two flights diverted; a flight status question.,claude-opus-5-in-thread,4,@Delta hi. Any news why DL1262 diverted to AUS and DL1738 to SMF? Thanks
TW_THREAD_000327,0,self_service,Says they sent a DM about a story; too vague about the underlying need.,claude-opus-5-in-thread,2,@Delta I sent you guys a DM about a story! Thanks in advance for any help you can provide. 🎃
TW_THREAD_000328,1,contact_customer_service,Asks the airline to relay a message to a specific flight attendant; needs a person to act.,claude-opus-5-in-thread,4,"@Delta I was on flight 2222 LAX to ATL at 645am I'm trying to forward a message to one of the FAs, are you able to assist?"
TW_THREAD_000329,0,self_service,Praises the lounge and suggests an amenity; positive feedback.,claude-opus-5-in-thread,2,"@Delta I love the sky lounge access. Thank you. Imagine if they had a ""dark or more dim room"" to relax. That's next level!!"
TW_THREAD_000330,1,complaint,"Says they are ""treated like crap"" despite heavy card spend; severe dissatisfaction.",claude-opus-5-in-thread,6,@Delta just don’t know what I gotta do to not be treated like crap. Apparently spending thousands on your Amex isn’t cutting it.
TW_THREAD_000331,0,self_service,Asks where to find the partner airline's ticket number; a booking detail lookup.,claude-opus-5-in-thread,2,@Delta booked a code share Korean Air flight on https://t.co/xFTVohudJC; where can I find my confirmation # or ticket # for the KE portion?
TW_THREAD_000332,1,payment_issue,Overcharging complaint filed and still unanswered; a disputed charge.,claude-opus-5-in-thread,3,@Uber_Support I have submitted complain against over charging but still not response from uber support!!!!
TW_THREAD_000333,0,self_service,Asks why a novelty playback feature is not triggering; a feature question.,claude-opus-5-in-thread,9,Why are my devices not doing the cool thing when I play the #StrangerThings albums on @115888? 😭
TW_THREAD_000334,0,self_service,Asks why an artist's back catalogue has gaps; a catalogue availability question.,claude-opus-5-in-thread,4,"@116130 why are Nena's releases between 2002 and 2012 all missing, yet everything else from 1982 - 2017 is there? #sadness #emptyplaylist"
TW_THREAD_000336,0,self_service,Commentary praising being allowed to use a human desk; no request.,claude-opus-5-in-thread,3,"Find this terrifying. Hard to use self check out kiosks, grateful @British_Airways &amp; @116133 let me go human recently. https://t.co/q4QBp7fvk2"
TW_THREAD_000338,1,complaint,"Calls the provider ""evil"" in a public PSA; a categorical negative judgment.",claude-opus-5-in-thread,2,Obvious PSA: @116136 is evil. Thanks for tuning in!
TW_THREAD_000340,0,self_service,Sarcasm about unannounced cable works on Halloween; no demand or severity trigger.,claude-opus-5-in-thread,3,"love that @116136 sent people to bury the new cable line....on halloween.....in the middle of trick or treat times, with no notification"
TW_THREAD_000341,0,self_service,Asks whether the modem ships or is collected; a new-order logistics question.,claude-opus-5-in-thread,2,@ComcastCares  I just opened an account with xfinity and needed the modem. Will it be shipped to my house or do I have to pick it up?
TW_THREAD_000342,1,payment_issue,Still billed after three calls to place a hold on a hurricane-destroyed home; a billing error.,claude-opus-5-in-thread,6,"@115900 My house was destroyed by Hurricane Irma, I've called you THREE times to place temporary hold, and you STILL send me a bill"
TW_THREAD_000343,0,self_service,Casually asks where their internet went; an outage question.,claude-opus-5-in-thread,3,@comcastcares what's going on man where's my internet
TW_THREAD_000345,0,self_service,Praises the lounge with a check-in post; no issue.,claude-opus-5-in-thread,2,"Wonderful club! @americanair (@ American Airlines Admirals Club in San Francisco, CA) https://t.co/GWFwuGVgNA"
TW_THREAD_000347,0,self_service,Photo of a damaged bag with no stated demand or severity trigger.,claude-opus-5-in-thread,8,Look what @AmericanAir did to my bag. https://t.co/QUeBqf8JJf
TW_THREAD_000348,0,self_service,Thanks the airline for lounge hospitality; a compliment.,claude-opus-5-in-thread,2,Big thx 2 @AmericanAir 4 guacamole and margs of thx while the @116147 lounge upgrades are underway #nomnom https://t.co/PCW4Vdxbyf
TW_THREAD_000354,0,self_service,One-line gripe about slow speeds; below the severity bar.,claude-opus-5-in-thread,2,@115911 once again you are being slow 😑
